,1,2,3,4,5,6,7,label,dir
108,-7.23066317588,-19.3985779172,-26.922514427,-28.952687231,-57.7052538414,-38.67451002,-56.999330608,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos021.png
109,-7.12367329012,-16.8951732764,-25.3320011426,-28.2056796685,-55.3859144786,-36.8387148023,-55.2637200802,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos152.png
110,-7.05093230019,-15.4185965496,-25.5537006171,-27.9648893142,-54.7551557483,-36.3589312116,-56.1303609245,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos050.png
111,-7.12545823007,-16.2118538916,-27.51586522,-30.2740294156,-59.1689979749,-39.1792694821,-64.2021912074,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos102.png
112,-7.1094851523,-15.9655191724,-23.8084438451,-26.3999563321,-51.5121589144,-34.4728611879,-53.5755797802,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos077.png
113,-7.13736630437,-17.0377133901,-24.5406173481,-26.4643569208,-57.5727644564,-35.6874514514,-51.9668508119,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos090.png
114,-7.13098151678,-17.0808412149,-24.5017566681,-26.4288762923,-54.9649342717,-35.7326227496,-51.8952697967,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos120.png
115,-7.21204286503,-18.7965989225,-27.6064010083,-30.662540442,-63.2945638191,-40.0624872987,-59.7974695553,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos085.png
116,-6.75609766027,-14.7171816387,-22.5814840783,-24.1117234183,-47.6915719924,-32.0785378288,-47.9516838977,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos179.png
117,-7.20593115408,-19.2827571097,-25.9430507914,-30.0328580638,-58.684952827,-39.8876561772,-58.1747088805,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos122.png
